model	run_count	mean_generation_time_s	std_generation_time_s	mean_generated_token_count	std_generated_token_count	mean_tokens_per_second	std_tokens_per_second	mean_kv_cache_used_mb	std_kv_cache_used_mb	num_layers	num_kv_heads	head_dim	dtype_bytes	mean_gpu_power_w_avg	std_gpu_power_w_avg	mean_gpu_power_w_dyn_avg	std_gpu_power_w_dyn_avg	mean_gpu_energy_dyn_j	std_gpu_energy_dyn_j	mean_gpu_j_per_token_dyn	std_gpu_j_per_token_dyn	mean_gpu_util_pct_avg	std_gpu_util_pct_avg	mean_cpu_pct_avg	std_cpu_pct_avg	mean_mem_pct_avg	std_mem_pct_avg
llama	10	6.494630984800461	0.0016457408798069663	1137.0	0.0	175.06769335993505	0.04437919104546617	152.125	0.0	32	8	128	2	397.5617230769231	3.4008077009734805	325.13414807692305	3.4008077009734805	2111.6242810959857	21.880787945532372	1.8571893413333207	0.019244316574786573	99.56538461538462	0.4661627315730974	0.7988461538461539	0.18010014381295317	2.7	0.0
gemma	10	34.93359562159749	0.035967476555186166	2696.0	0.0	77.17506675241722	0.07951625770979563	452.15625	0.0	42	2	512	2	181.9286607142857	0.21175996661522886	109.50108571428571	0.21175996661522886	3825.263464237333	6.574425527948897	1.4188662701177053	0.002438585136479572	53.28357142857143	0.1302383128752432	0.8017857142857142	0.022720948408872396	3.2	0.0
gpt	10	45.492308110899465	0.2303763883487677	2698.0	0.0	59.30809175715596	0.2989527051914849	132.09375	0.0	24	8	64	2	134.10608356521783	0.37487412982162444	61.678508565217804	0.37487412982162444	2805.847386469093	13.355512303800362	1.039973086163489	0.004950152818309993	21.90740101189966	0.09213395808319312	0.7957156580442564	0.0004901461719072341	3.2267403314917127	0.04396052974474888
qwen	10	7.093493156101613	0.0007418924162793352	1298.0	0.0	182.98460070572065	0.019137270010737315	74.15625	0.0	28	4	128	2	389.27224137931034	2.1043551103461415	316.84466637931035	2.1043551103461415	2247.53573210159	14.974611212900465	1.7315375439919802	0.011536680441371686	95.52413793103449	2.3581882151514124	0.8496551724137931	0.3307398113774094	3.1	0.0
