model	run_count	mean_generation_time_s	std_generation_time_s	mean_generated_token_count	std_generated_token_count	mean_tokens_per_second	std_tokens_per_second	mean_kv_cache_used_mb	std_kv_cache_used_mb	num_layers	num_kv_heads	head_dim	dtype_bytes	mean_gpu_power_w_avg	std_gpu_power_w_avg	mean_gpu_power_w_dyn_avg	std_gpu_power_w_dyn_avg	mean_gpu_energy_dyn_j	std_gpu_energy_dyn_j	mean_gpu_j_per_token_dyn	std_gpu_j_per_token_dyn	mean_gpu_util_pct_avg	std_gpu_util_pct_avg	mean_cpu_pct_avg	std_cpu_pct_avg	mean_mem_pct_avg	std_mem_pct_avg
llama	10	15.111695010308177	0.023274154546460632	1136.0	0.0	75.17372614656782	0.11564177077196411	152.0	0.0	32	8	128	2	269.70507540983607	1.1488399077495086	207.65052540983606	1.1488399077495086	3137.9520467528046	18.12721878432795	2.762281731296483	0.015957058789021126	82.68360655737705	0.32467018939550274	1.0621311475409836	0.023862331221494566	1.851311475409836	0.05147094292221614
gemma	10	99.53144426671788	0.18148490853965316	2968.0	0.0	29.81981124160172	0.05437029198515662	496.78125	0.0	42	2	512	2	113.11327541436276	0.6535057212600297	51.05872541436277	0.6535057212600297	5081.893879691454	60.74984927107826	1.7122283961224576	0.020468278056293223	35.47714406295982	0.09293763406578062	1.0736596132560177	0.007385020033565232	2.1	0.0
gpt	10	87.67199363447726	0.20508977166947212	3957.0	0.0	45.13436206127442	0.10566319207646291	191.109375	0.0	24	8	64	2	103.43766916068708	0.16100951038784772	41.38311916068706	0.16100951038784772	3628.1502143757584	18.674740338393388	0.9168941658771187	0.004719418837097147	25.195203028439774	0.06508310459807476	1.0806999497159955	0.013622153181521076	2.0	0.0
qwen	10	48.21823408873752	0.1457902521612322	4096.0	0.0	84.94781707751072	0.25706097373149556	227.171875	0.0	28	4	128	2	287.13795070603646	0.8277870159369164	225.08340070603646	0.8277870159369164	10853.02560213979	17.072976977128583	2.64966445364741	0.004168207269806783	90.03530730307321	0.5162326605494212	1.1081769970888309	0.09047850060214199	2.0	0.0
