model	run_count	mean_generation_time_s	std_generation_time_s	mean_generated_token_count	std_generated_token_count	mean_tokens_per_second	std_tokens_per_second	mean_kv_cache_used_mb	std_kv_cache_used_mb	num_layers	num_kv_heads	head_dim	dtype_bytes	mean_gpu_power_w_avg	std_gpu_power_w_avg	mean_gpu_util_pct_avg	std_gpu_util_pct_avg	mean_cpu_pct_avg	std_cpu_pct_avg	mean_mem_pct_avg	std_mem_pct_avg
llama	10	15.321215505711734	0.10564813599537691	1136.0	0.0	74.1486955381088	0.5063328496760201	152.0	0.0	32	8	128	2	469.2067939714437	1.7129309165780047	20.85839502908514	0.10958857957522755	1.0693416181914333	0.02972939248042949	1.8	0.0
gemma	10	100.7651949139312	0.29476001711772265	2968.0	0.0	29.454842028269315	0.08631615113246177	496.78125	0.0	42	2	512	2	308.84737841960714	0.32074679493073177	8.668935757070114	0.027906788553866635	1.072740630673378	0.00849962129845175	2.0027295285359803	0.008631527112122174
gpt	10	92.22873961459845	0.24140643518656674	4096.0	0.0	44.41159424558215	0.11673089654041055	197.625	0.0	24	8	64	2	297.4453530662614	0.1804848472109843	6.148372972670835	0.017717243156889818	1.0801301315222704	0.014711760649935582	2.0	0.0
