model	run_count	mean_generation_time_s	std_generation_time_s	mean_generated_token_count	std_generated_token_count	mean_tokens_per_second	std_tokens_per_second	mean_kv_cache_used_mb	std_kv_cache_used_mb	num_layers	num_kv_heads	head_dim	dtype_bytes	mean_gpu_power_w_avg	std_gpu_power_w_avg	mean_gpu_power_w_dyn_avg	std_gpu_power_w_dyn_avg	mean_gpu_energy_dyn_j	std_gpu_energy_dyn_j	mean_gpu_j_per_token_dyn	std_gpu_j_per_token_dyn	mean_gpu_util_pct_avg	std_gpu_util_pct_avg	mean_cpu_pct_avg	std_cpu_pct_avg	mean_mem_pct_avg	std_mem_pct_avg
llama	10	25.161437261663377	0.0572452077076825	987.0	0.0	39.22687680233441	0.08927751635664624	133.5	0.0	32	8	128	2	92.9308900990099	0.3373410572884062	27.2034900990099	0.3373410572884062	684.4773353761287	8.481437383420124	0.693492741009249	0.008593148311469229	10.86930693069307	0.06117640454512737	1.0431683168316832	0.010131529428039557	1.8	0.0
gemma	10	171.4149862004444	0.1325971179980062	2735.0	0.0	15.95543968271024	0.012343440887143982	229.1953125	0.0	42	2	256	2	78.075047460338	0.017816233182188924	12.347647460337994	0.017816233182188924	2116.570254444471	2.1545259674413972	0.7738830912045598	0.0007877608656092784	0.0	0.0	1.0600675068300376	0.018051653368891585	1.9	0.0
gpt	10	127.18896069312468	0.4719741997395501	4096.0	0.0	32.204448774612956	0.11857886555866981	197.625	0.0	24	8	64	2	94.03783593490104	0.0757159499489853	28.310435934901044	0.0757159499489853	3600.762507021302	13.080927091609011	0.8790924089407476	0.003193585715724856	14.538957863045542	0.059761040826873585	1.0625504755598985	0.03633094966420277	1.9	0.0
qwen	10	20.30642637135461	0.054490114273558585	859.0	0.0	42.302153058462714	0.11330183909493892	50.1484375	0.0	28	4	128	2	92.78805930442638	0.30406294841590775	27.060659304426373	0.30406294841590775	549.4939119724954	5.149937921613524	0.6396902351251402	0.005995271154381267	10.33101475459199	0.0697552237650522	1.0432219211081	0.01724702206394768	1.9	2.2932668186396046e-16
