model	run_count	mean_generation_time_s	std_generation_time_s	mean_generated_token_count	std_generated_token_count	mean_tokens_per_second	std_tokens_per_second	mean_kv_cache_used_mb	std_kv_cache_used_mb	num_layers	num_kv_heads	head_dim	dtype_bytes	mean_gpu_power_w_avg	std_gpu_power_w_avg	mean_gpu_util_pct_avg	std_gpu_util_pct_avg	mean_cpu_pct_avg	std_cpu_pct_avg	mean_mem_pct_avg	std_mem_pct_avg
llama	10	75.24488912671805	0.028562390828699817	1137.0	0.0	15.110662806177771	0.005737229057312074	152.125	0.0	32	8	128	2	17.667890443686005	0.19668636596745337	97.32047781569966	0.16331968397625976	9.98382252559727	0.046420341574202946	47.0	0.0
gemma	10	113.43665347401983	0.18385824732527004	2709.0	0.0	23.88122643343273	0.03872227893370566	454.2890625	0.0	42	2	512	2	17.33733361291692	0.06202256594231088	97.27368140537706	0.09104404113030767	8.207102636200034	0.10581343238861374	49.15681715575621	0.04985029742270677
gpt	10	58.27272041682154	0.19457185265812144	3300.0	0.0	56.630838415804575	0.18852872236823187	160.3125	0.0	24	8	64	2	23.99624242964303	0.07625856592001216	96.98855603742602	0.13658461346280454	8.317032612859279	0.09371857144071814	48.88613043478261	0.03261510404018645
